Geo_Loc,Year,State,Pop_Est,TTL_Cnty,Cnty_Rpt,Dys_w_AQI,Dys_NM,Dys_Blw_Thr,Dys_Abv_Thr,Good Days,Moderate Days,Unhealthy for Sensitive Groups Days,Unhealthy Days,Very Unhealthy Days,Hazardous Days,Max AQI,90th Percentile AQI,Median AQI,Days CO,Days NO2,Days Ozone,Days PM2.5,Days PM10
POINT (-72.51764079099962 43.62538123900049),2014,Vermont,625693,14,4,1212,248,1209,3,1040,169,3,0,0,0,338,202,116,1,55,522,634,0
POINT (-78.45789046299967 37.54268067400045),2014,Virginia,8315430,134,35,9134,3641,9122,12,8074,1048,11,1,0,0,2754,1619,1114,190,1414,4717,2484,329
POINT (-120.47001078999972 47.52227862900048),2014,Washington,7057531,39,29,9957,628,9904,53,8716,1188,45,8,0,0,3040,1447,730,7,92,1233,8356,269
POINT (-80.71264013499967 38.66551020200046),2014,West Virginia,1850569,55,15,3921,1554,3918,3,3240,678,3,0,0,0,1327,810,529,36,0,2187,1286,412
POINT (-89.81637074199966 44.39319117400049),2014,Wisconsin,5753199,72,26,7598,1892,7530,68,6155,1375,68,0,0,0,2950,1524,998,0,22,4949,2618,9
POINT (-108.10983035299967 43.23554134300048),2014,Wyoming,583159,23,19,5888,1047,5878,10,5065,813,8,2,0,0,1690,923,666,1,101,4479,540,767
POINT (-86.63186076199969 32.84057112200048),2015,Alabama,4854803,67,18,5171,1399,5149,22,3923,1226,19,3,0,0,1903,1012,708,0,12,2478,2623,58
POINT (-147.72205903599973 64.84507995700051),2015,Alaska,738430,30,8,2045,875,1971,74,1647,324,30,41,3,0,793,430,185,3,3,632,1264,143
POINT (-111.76381127699972 34.865970280000454),2015,Arizona,6832810,15,13,4670,75,4558,112,3331,1227,98,3,1,10,2258,861,526,0,44,2699,587,1340
POINT (-92.27449074299966 34.74865012400045),2015,Arkansas,2979732,75,11,2731,1284,2729,2,2295,434,2,0,0,0,923,599,386,0,29,1735,967,0
POINT (-120.99999953799971 37.63864012300047),2015,California,38904296,58,54,18587,1123,17172,1415,10675,6497,1139,247,13,16,13093,4565,2669,4,302,11532,5995,754
POINT (-106.13361092099967 38.843840757000464),2015,Colorado,5454328,64,31,8989,2326,8880,109,7004,1876,102,5,2,0,3394,1698,1099,3,290,6268,608,1820
POINT (-72.64984095199964 41.56266102000046),2015,Connecticut,3588561,8,8,2541,379,2447,94,1873,574,84,10,0,0,1196,564,328,2,47,1646,843,3
POINT (-75.57774116799965 39.008830667000495),2015,Delaware,942065,3,3,1095,0,1082,13,757,325,12,1,0,0,387,209,131,0,8,765,322,0
POINT (-77.036871 38.907192),2015,District Of Columbia,677014,1,1,365,0,360,5,217,143,5,0,0,0,126,73,47,0,31,159,175,0
POINT (-81.92896053899966 28.932040377000476),2015,Florida,20219111,67,39,13769,466,13763,6,12302,1461,6,0,0,0,3296,1941,1354,3,33,9081,4197,455
POINT (-83.62758034599966 32.83968109300048),2015,Georgia,10183353,159,32,9422,2258,9386,36,7380,2006,31,4,1,0,3410,1772,1209,1,178,3710,5533,0
POINT (-157.85774940299973 21.304850435000446),2015,Hawaii,1422999,5,4,1457,3,1457,0,1106,351,0,0,0,0,288,194,131,0,130,161,1149,17
POINT (-114.3637300419997 43.682630005000476),2015,Idaho,1652495,44,20,5608,1692,5442,166,4619,823,112,47,6,1,3230,1077,495,4,51,578,4615,360
POINT (-88.99771017799969 40.48501028300046),2015,Illinois,12859585,102,23,7266,1129,7240,26,5838,1402,24,2,0,0,2391,1309,909,0,72,5264,1905,25
POINT (-86.14996019399968 39.766910452000445),2015,Indiana,6611442,92,39,10336,3899,10284,52,7577,2707,46,6,0,0,4191,2325,1560,3,79,4988,5215,51
POINT (-93.81649055599968 42.46940091300047),2015,Iowa,3122541,99,19,5338,1597,5327,11,4036,1291,9,2,0,0,1992,1058,709,0,17,1678,3154,489
POINT (-98.20078122699965 38.34774030000045),2015,Kansas,2910717,105,11,3420,595,3415,5,2956,459,5,0,0,0,1067,552,354,0,34,2423,515,448
POINT (-84.77497104799966 37.645970271000465),2015,Kentucky,4429126,120,28,8458,1762,8410,48,6887,1523,44,4,0,0,2849,1567,1101,7,112,5552,2763,24
POINT (-92.44568007099969 31.31266064400046),2015,Louisiana,4666998,64,22,6934,1096,6894,40,5550,1344,37,3,0,0,2378,1232,807,3,93,4199,2632,7
POINT (-68.98503133599962 45.254228894000505),2015,Maine,1329098,16,12,3394,986,3386,8,2953,433,8,0,0,0,1186,591,405,0,23,2296,1058,17
POINT (-76.60926011099963 39.29058096400047),2015,Maryland,5988528,24,16,5047,793,4988,59,3518,1470,56,3,0,0,1999,1091,695,1,260,2979,1806,1
POINT (-72.08269067499964 42.27687047000046),2015,Massachusetts,6797484,14,13,4578,167,4552,26,3824,728,25,1,0,0,1547,711,471,0,122,2942,1513,1
POINT (-84.71439026999968 44.6613195430005),2015,Michigan,9934483,83,28,7715,2505,7648,67,6147,1501,64,3,0,0,3258,1664,1074,0,13,4562,3108,32
POINT (-94.79420050299967 46.35564873600049),2015,Minnesota,5484002,87,21,6655,1010,6633,22,5908,725,21,1,0,0,2318,1018,660,0,105,2886,3391,273
POINT (-89.53803082499968 32.745510099000455),2015,Mississippi,2990231,82,11,3252,763,3250,2,2741,509,2,0,0,0,957,569,392,0,86,1830,1336,0
POINT (-92.56630005299968 38.635790776000476),2015,Missouri,6075411,115,21,6061,1604,6034,27,4810,1224,25,2,0,0,2158,1214,818,0,133,3357,2226,345
POINT (-109.42442064499971 47.06652897200047),2015,Montana,1031495,56,19,5848,1087,5682,166,4815,867,86,77,3,0,3272,1025,541,10,31,1883,3370,554
POINT (-99.36572062299967 41.6410409880005),2015,Nebraska,1892059,93,11,2299,1716,2296,3,2017,279,3,0,0,0,928,485,286,1,0,717,1158,423
POINT (-117.07184056399967 39.493240390000494),2015,Nevada,2868531,17,9,3027,258,2975,52,2258,717,48,4,0,0,1199,583,356,0,23,1753,633,618
POINT (-71.50036091999965 43.65595011300047),2015,New Hampshire,1337480,10,7,2389,166,2376,13,2053,323,12,1,0,0,834,375,262,0,0,1879,510,0
POINT (-74.27369128799967 40.13057004800049),2015,New Jersey,8870312,21,16,5465,375,5356,109,4115,1241,105,4,0,0,2125,1078,634,0,631,3506,1318,10
POINT (-106.24058098499967 34.52088095200048),2015,New Mexico,2090071,33,16,4530,1310,4511,19,3650,861,17,2,0,0,1413,757,484,0,91,2946,1085,408
POINT (-75.54397042699964 42.82700103200045),2015,New York,19657321,62,29,10215,370,10137,78,8583,1554,78,0,0,0,3240,1588,1036,4,332,6975,2904,0
POINT (-79.15925046299964 35.466220975000454),2015,North Carolina,10037218,100,44,12113,3947,12092,21,9740,2352,21,0,0,0,3881,2504,1709,0,26,6990,5096,1
POINT (-100.11842104899966 47.47531977900047),2015,North Dakota,755537,53,10,3643,7,3582,61,3211,371,46,15,0,0,1500,514,328,0,28,2497,677,441
POINT (-82.40426005599966 40.06021014100048),2015,Ohio,11622315,88,39,11628,2607,11530,98,8703,2827,97,1,0,0,4242,2383,1523,11,252,6161,4819,385
POINT (-97.52107021399968 35.47203135600046),2015,Oklahoma,3910518,77,23,6972,1423,6964,8,5864,1100,7,1,0,0,2230,1212,820,0,121,4653,1710,488
POINT (-120.15503132599969 44.56744942400047),2015,Oregon,4018542,36,23,7957,438,7800,157,6501,1299,103,53,1,0,3806,1397,664,0,53,1328,6572,4
POINT (-77.86070029399963 40.79373015200048),2015,Pennsylvania,12789838,67,37,13360,145,13194,166,9196,3998,160,6,0,0,4372,2459,1577,0,89,8317,4883,71
POINT (-71.52247031399963 41.70828019300046),2015,Rhode Island,1056886,5,3,1083,12,1068,15,859,209,12,3,0,0,483,176,119,0,62,587,433,1
POINT (-81.04537120699968 33.998821303000454),2015,South Carolina,4896006,46,19,5611,1324,5607,4,4900,707,4,0,0,0,1603,969,682,0,30,3690,1582,309
POINT (-100.3735306369997 44.353130053000484),2015,South Dakota,854663,66,10,3387,263,3370,17,2939,431,16,1,0,0,1204,508,333,0,37,1621,1447,282
POINT (-85.77449091399967 35.68094058000048),2015,Tennessee,6595354,95,24,6216,2544,6204,12,5152,1052,12,0,0,0,2145,1317,872,6,145,3698,1967,400
POINT (-99.42677020599967 31.827240407000488),2015,Texas,27468531,254,41,14340,625,14098,242,11241,2857,211,30,1,0,5017,2556,1523,1,181,9011,5126,21
POINT (-111.58713063499971 39.360700171000474),2015,Utah,2983626,29,14,4780,330,4694,86,3504,1190,82,4,0,0,1773,916,567,0,171,3715,866,28
POINT (-72.51764079099962 43.62538123900049),2015,Vermont,625810,14,4,1207,253,1204,3,1024,180,3,0,0,0,380,203,116,0,59,562,586,0
POINT (-78.45789046299967 37.54268067400045),2015,Virginia,8367303,134,35,9126,3649,9108,18,7980,1128,18,0,0,0,2797,1672,1127,44,1237,4947,2586,312
POINT (-120.47001078999972 47.52227862900048),2015,Washington,7167287,39,29,10032,553,9889,143,8493,1396,105,30,2,6,4427,1552,788,3,78,1376,8416,159
POINT (-80.71264013499967 38.66551020200046),2015,West Virginia,1843332,55,15,3901,1574,3887,14,3229,658,13,1,0,0,1495,848,535,27,0,2196,1248,430
POINT (-89.81637074199966 44.39319117400049),2015,Wisconsin,5762927,72,27,7796,2059,7748,48,6600,1148,46,2,0,0,2945,1553,1014,0,20,5372,2397,7
POINT (-108.10983035299967 43.23554134300048),2015,Wyoming,586389,23,19,5878,1057,5856,22,4993,863,18,4,0,0,2095,975,661,1,30,4490,558,799
POINT (-86.63186076199969 32.84057112200048),2016,Alabama,4866824,67,18,4996,1592,4967,29,3932,1035,24,5,0,0,2006,986,710,0,16,2811,2102,67
POINT (-147.72205903599973 64.84507995700051),2016,Alaska,742575,30,7,1997,565,1937,60,1658,279,37,23,0,0,619,370,169,0,5,740,1054,198
POINT (-111.76381127699972 34.865970280000454),2016,Arizona,6944767,15,13,4728,30,4614,114,3260,1354,103,7,2,2,2966,851,553,0,36,2726,479,1487
POINT (-92.27449074299966 34.74865012400045),2016,Arkansas,2991815,75,11,2778,1248,2775,3,2419,356,2,1,0,0,919,576,400,0,26,1821,931,0
POINT (-120.99999953799971 37.63864012300047),2016,California,39149186,58,54,19000,764,17471,1529,11619,5852,1227,248,22,32,14591,4452,2505,2,245,11896,5984,873
POINT (-106.13361092099967 38.843840757000464),2016,Colorado,5543844,64,32,9220,2492,9133,87,7284,1849,80,6,1,0,3317,1719,1125,1,276,6265,793,1885
POINT (-72.64984095199964 41.56266102000046),2016,Connecticut,3579830,8,8,2529,399,2445,84,1961,484,68,16,0,0,1317,560,322,1,92,1760,676,0
POINT (-75.57774116799965 39.008830667000495),2016,Delaware,949989,3,3,1096,2,1081,15,828,253,14,1,0,0,419,196,124,0,14,814,268,0
POINT (-77.036871 38.907192),2016,District Of Columbia,687576,1,1,366,0,359,7,211,148,7,0,0,0,129,68,47,0,31,164,171,0
POINT (-81.92896053899966 28.932040377000476),2016,Florida,20627237,67,39,13817,457,13800,17,12139,1661,14,3,0,0,3728,2009,1451,14,40,9464,3845,454
POINT (-83.62758034599966 32.83968109300048),2016,Georgia,10308442,159,32,9129,2583,9022,107,7181,1841,92,15,0,0,4137,1848,1231,0,47,4139,4943,0
POINT (-157.85774940299973 21.304850435000446),2016,Hawaii,1428885,5,4,1456,8,1450,6,1079,371,6,0,0,0,361,186,127,0,62,282,1091,21
POINT (-114.3637300419997 43.682630005000476),2016,Idaho,1684036,44,20,6447,873,6374,73,5506,868,67,6,0,0,2142,1050,491,0,24,659,5618,146
POINT (-88.99771017799969 40.48501028300046),2016,Illinois,12821709,102,23,7353,1065,7274,79,5998,1276,77,2,0,0,2653,1314,884,0,86,5391,1860,16
POINT (-86.14996019399968 39.766910452000445),2016,Indiana,6637898,92,37,10029,3513,9925,104,7885,2040,102,1,1,0,4194,2275,1398,3,63,5275,4649,39
POINT (-93.81649055599968 42.46940091300047),2016,Iowa,3133210,99,19,5362,1592,5351,11,4205,1146,9,2,0,0,1861,1016,676,0,8,1690,3157,507
POINT (-98.20078122699965 38.34774030000045),2016,Kansas,2912977,105,11,3461,565,3456,5,3130,326,4,1,0,0,1152,530,351,0,32,2470,483,476
POINT (-84.77497104799966 37.645970271000465),2016,Kentucky,4440306,120,28,8576,1672,8528,48,6925,1603,44,4,0,0,3128,1595,1114,4,59,5570,2920,23
POINT (-92.44568007099969 31.31266064400046),2016,Louisiana,4681346,64,22,7241,811,7220,21,6143,1077,21,0,0,0,2134,1159,818,0,77,4862,2292,10
POINT (-68.98503133599962 45.254228894000505),2016,Maine,1332348,16,11,3624,402,3618,6,3338,280,5,1,0,0,1082,532,353,0,88,2306,1218,12
POINT (-76.60926011099963 39.29058096400047),2016,Maryland,6007014,24,16,5082,774,4988,94,3826,1162,86,7,1,0,2095,1073,659,2,203,3227,1648,2
POINT (-72.08269067499964 42.27687047000046),2016,Massachusetts,6827280,14,13,4719,39,4688,31,4160,528,29,2,0,0,1574,675,465,0,94,3536,1088,1
POINT (-84.71439026999968 44.6613195430005),2016,Michigan,9954117,83,28,7682,2566,7515,167,6265,1250,165,2,0,0,3447,1707,1028,0,21,4934,2698,29
POINT (-94.79420050299967 46.35564873600049),2016,Minnesota,5525360,87,20,6709,611,6697,12,6124,573,11,1,0,0,2051,923,572,1,128,3076,3185,319
POINT (-89.53803082499968 32.745510099000455),2016,Mississippi,2990595,82,11,3166,860,3165,1,2770,395,1,0,0,0,937,567,406,0,58,1955,1153,0
POINT (-92.56630005299968 38.635790776000476),2016,Missouri,6091384,115,21,6096,1590,6059,37,5144,915,35,2,0,0,2195,1180,789,0,153,3684,1978,281
POINT (-109.42442064499971 47.06652897200047),2016,Montana,1042137,56,19,5851,1103,5794,57,5104,690,51,5,0,1,2217,869,508,3,26,2100,3239,483
POINT (-99.36572062299967 41.6410409880005),2016,Nebraska,1906483,93,10,2128,1532,2123,5,1918,205,5,0,0,0,782,444,254,0,0,751,1003,374
POINT (-117.07184056399967 39.493240390000494),2016,Nevada,2919555,17,9,3209,85,3170,39,2517,653,37,0,1,1,1359,532,331,0,43,1887,568,711
POINT (-71.50036091999965 43.65595011300047),2016,New Hampshire,1343694,10,7,2444,118,2434,10,2205,229,10,0,0,0,699,356,252,0,0,2148,296,0
POINT (-74.27369128799967 40.13057004800049),2016,New Jersey,8873584,21,16,5511,345,5426,85,4188,1238,79,6,0,0,2199,1007,634,2,420,3237,1841,11
POINT (-106.24058098499967 34.52088095200048),2016,New Mexico,2092555,33,16,4556,1300,4533,23,3651,882,18,4,0,1,1913,755,489,0,20,2965,1073,498
POINT (-75.54397042699964 42.82700103200045),2016,New York,19636391,62,29,10201,413,10110,91,8944,1166,89,2,0,0,3452,1531,1010,4,347,7409,2441,0
POINT (-79.15925046299964 35.466220975000454),2016,North Carolina,10161802,100,36,10643,2533,10567,76,8680,1887,59,17,0,0,4140,2048,1406,0,30,6929,3475,209
POINT (-100.11842104899966 47.47531977900047),2016,North Dakota,756114,53,10,3627,33,3625,2,3508,117,2,0,0,0,924,420,299,0,22,2768,404,433
POINT (-82.40426005599966 40.06021014100048),2016,Ohio,11640060,88,39,11928,2346,11791,137,9328,2463,137,0,0,0,4286,2341,1493,4,356,6695,4539,334
POINT (-97.52107021399968 35.47203135600046),2016,Oklahoma,3928143,77,25,8017,1133,8004,13,6980,1024,12,1,0,0,2320,1250,905,0,424,5435,1427,731
POINT (-120.15503132599969 44.56744942400047),2016,Oregon,4093271,36,22,7556,496,7548,8,6719,829,7,1,0,0,1998,1096,542,0,61,1442,6044,9
POINT (-77.86070029399963 40.79373015200048),2016,Pennsylvania,12788468,67,37,13345,197,13187,158,9853,3334,156,1,1,0,4662,2275,1532,1,49,8846,4408,41
POINT (-71.52247031399963 41.70828019300046),2016,Rhode Island,1057816,5,3,1081,17,1068,13,921,147,12,1,0,0,438,163,111,0,46,639,396,0
POINT (-81.04537120699968 33.998821303000454),2016,South Carolina,4963031,46,20,5880,1440,5846,34,5048,798,23,11,0,0,2316,1030,746,0,12,3842,1700,326
POINT (-100.3735306369997 44.353130053000484),2016,South Dakota,863693,66,10,3396,264,3390,6,3128,262,6,0,0,0,901,470,309,0,50,1858,1058,430
POINT (-85.77449091399967 35.68094058000048),2016,Tennessee,6651277,95,24,5746,3038,5697,49,4678,1019,39,10,0,0,2673,1313,878,2,101,3823,1775,45
POINT (-99.42677020599967 31.827240407000488),2016,Texas,27914064,254,42,14424,948,14340,84,12211,2129,80,4,0,0,4409,2279,1519,1,172,9556,4682,13
POINT (-111.58713063499971 39.360700171000474),2016,Utah,3044241,29,14,4553,571,4435,118,3324,1111,101,15,2,0,1748,888,553,0,178,3522,840,13
POINT (-72.51764079099962 43.62538123900049),2016,Vermont,624366,14,4,1206,258,1205,1,1119,86,1,0,0,0,332,171,116,0,12,868,326,0
POINT (-78.45789046299967 37.54268067400045),2016,Virginia,8417651,134,34,8665,3779,8628,37,7745,883,37,0,0,0,3103,1560,1021,41,1057,4759,2438,370
POINT (-120.47001078999972 47.52227862900048),2016,Washington,7299961,39,29,10114,500,10086,28,9206,880,23,5,0,0,2557,1283,699,1,117,1547,8336,113
POINT (-80.71264013499967 38.66551020200046),2016,West Virginia,1832435,55,14,3816,1308,3806,10,3329,477,10,0,0,0,1342,736,496,69,0,2247,1165,335
POINT (-89.81637074199966 44.39319117400049),2016,Wisconsin,5775170,72,27,7639,2243,7536,103,6568,968,96,7,0,0,3202,1554,971,0,36,5276,2319,8
POINT (-108.10983035299967 43.23554134300048),2016,Wyoming,585243,23,18,5929,659,5925,4,5152,773,3,1,0,0,1706,919,671,0,32,4807,289,801
POINT (-86.63186076199969 32.84057112200048),2017,Alabama,4877989,67,18,5156,1414,5140,16,4112,1028,14,1,1,0,1878,971,692,0,2,2803,2292,59
POINT (-147.72205903599973 64.84507995700051),2017,Alaska,740983,30,7,1996,559,1944,52,1718,226,31,21,0,0,644,356,154,6,12,689,1110,179
POINT (-111.76381127699972 34.865970280000454),2017,Arizona,7048088,15,13,4706,39,4538,168,3039,1499,149,16,2,1,1920,911,574,3,20,2733,472,1478
POINT (-92.27449074299966 34.74865012400045),2017,Arkansas,3003855,75,11,3022,993,3020,2,2486,534,2,0,0,0,925,586,408,0,9,1543,1470,0
POINT (-120.99999953799971 37.63864012300047),2017,California,39337785,58,53,18938,407,17168,1770,10881,6287,1317,370,55,28,15280,4687,2598,2,211,11280,6518,927
POINT (-106.13361092099967 38.843840757000464),2017,Colorado,5617421,64,32,9371,2309,9261,110,6922,2339,107,3,0,0,3184,1832,1166,0,216,6669,869,1617
POINT (-72.64984095199964 41.56266102000046),2017,Connecticut,3575324,8,8,2581,339,2525,56,2174,351,45,11,0,0,1212,456,306,4,105,1842,627,3
POINT (-75.57774116799965 39.008830667000495),2017,Delaware,957942,3,3,1091,4,1079,12,854,225,12,0,0,0,367,183,124,0,6,747,338,0
POINT (-77.036871 38.907192),2017,District Of Columbia,697079,1,1,365,0,361,4,179,182,4,0,0,0,119,66,51,0,26,136,203,0
POINT (-81.92896053899966 28.932040377000476),2017,Florida,20977089,67,39,13787,448,13746,41,11907,1839,41,0,0,0,4128,2051,1443,10,44,8887,4436,410
POINT (-83.62758034599966 32.83968109300048),2017,Georgia,10417031,159,31,8515,2800,8496,19,6927,1569,16,2,0,1,3313,1669,1154,0,70,3970,4470,5
POINT (-157.85774940299973 21.304850435000446),2017,Hawaii,1425763,5,4,1453,7,1453,0,1232,221,0,0,0,0,301,180,115,1,92,287,1073,0
POINT (-114.3637300419997 43.682630005000476),2017,Idaho,1719745,44,20,6683,617,6423,260,5168,1255,173,63,23,1,4090,1300,568,3,15,760,5789,116
POINT (-88.99771017799969 40.48501028300046),2017,Illinois,12779893,102,23,7691,704,7631,60,6061,1570,59,1,0,0,2593,1370,938,0,65,5450,2170,6
POINT (-86.14996019399968 39.766910452000445),2017,Indiana,6662068,92,38,11148,2722,11092,56,9193,1899,55,1,0,0,3787,2101,1454,2,35,6808,4265,38
POINT (-93.81649055599968 42.46940091300047),2017,Iowa,3143734,99,18,4882,1688,4879,3,3678,1201,3,0,0,0,1531,991,662,0,5,1538,2987,352
POINT (-98.20078122699965 38.34774030000045),2017,Kansas,2910892,105,11,3624,391,3621,3,3186,435,2,1,0,0,1033,529,359,2,14,2247,663,698
POINT (-84.77497104799966 37.645970271000465),2017,Kentucky,4455590,120,28,8524,1696,8514,10,7138,1376,10,0,0,0,2560,1480,1106,0,58,5509,2935,22
POINT (-92.44568007099969 31.31266064400046),2017,Louisiana,4673673,64,22,7233,797,7208,25,6141,1067,25,0,0,0,2277,1170,801,0,104,4766,2356,7
POINT (-68.98503133599962 45.254228894000505),2017,Maine,1335743,16,11,3556,459,3541,15,3226,315,13,2,0,0,1339,536,372,1,119,2334,1092,10
POINT (-76.60926011099963 39.29058096400047),2017,Maryland,6028186,24,16,5215,625,5161,54,4171,990,50,4,0,0,1881,972,655,2,200,3441,1552,20
POINT (-72.08269067499964 42.27687047000046),2017,Massachusetts,6863560,14,13,4703,42,4663,40,4082,581,37,3,0,0,1685,673,487,0,78,3414,1211,0
POINT (-84.71439026999968 44.6613195430005),2017,Michigan,9976752,83,28,8315,1905,8268,47,7022,1246,47,0,0,0,2919,1562,1024,0,14,5828,2445,28
POINT (-94.79420050299967 46.35564873600049),2017,Minnesota,5569283,87,20,6773,527,6772,1,5971,801,1,0,0,0,1726,985,631,1,123,3110,3213,326
POINT (-89.53803082499968 32.745510099000455),2017,Mississippi,2990674,82,11,3235,780,3233,2,2841,392,2,0,0,0,859,552,394,0,89,1870,1276,0
POINT (-92.56630005299968 38.635790776000476),2017,Missouri,6111382,115,21,6368,1297,6349,19,5203,1146,18,1,0,0,2078,1198,835,0,107,4114,1783,364
POINT (-109.42442064499971 47.06652897200047),2017,Montana,1053862,56,19,5821,1114,5574,247,4392,1182,131,72,25,19,3587,1323,587,2,23,1885,3643,268
POINT (-99.36572062299967 41.6410409880005),2017,Nebraska,1916998,93,9,2140,1145,2139,1,1838,301,1,0,0,0,804,439,260,0,0,703,1053,384
POINT (-117.07184056399967 39.493240390000494),2017,Nevada,2972097,17,9,3228,57,3178,50,2470,708,45,5,0,0,1297,548,343,0,54,2008,563,603
POINT (-71.50036091999965 43.65595011300047),2017,New Hampshire,1350395,10,7,2487,68,2481,6,2271,210,5,1,0,0,734,351,252,1,0,2134,352,0
POINT (-74.27369128799967 40.13057004800049),2017,New Jersey,8888147,21,16,5589,251,5533,56,4455,1078,56,0,0,0,1850,923,615,0,420,3212,1957,0
POINT (-106.24058098499967 34.52088095200048),2017,New Mexico,2092844,33,16,4564,1276,4493,71,3355,1138,64,4,0,3,2141,856,510,0,12,2950,1086,516
POINT (-75.54397042699964 42.82700103200045),2017,New York,19593849,62,29,10178,407,10132,46,9154,978,43,3,0,0,2944,1447,997,3,358,7284,2532,1
POINT (-79.15925046299964 35.466220975000454),2017,North Carolina,10275758,100,36,11192,1948,11187,5,9539,1648,5,0,0,0,3133,1918,1402,0,19,7330,3647,196
POINT (-100.11842104899966 47.47531977900047),2017,North Dakota,756755,53,11,3930,85,3913,17,3561,352,11,6,0,0,1533,532,363,1,15,2774,732,408
POINT (-82.40426005599966 40.06021014100048),2017,Ohio,11665706,88,39,12289,1946,12233,56,10003,2230,55,1,0,0,4122,2135,1462,21,323,7389,4201,355
POINT (-97.52107021399968 35.47203135600046),2017,Oklahoma,3933602,77,27,8180,1675,8153,27,6740,1413,26,1,0,0,2493,1426,994,0,170,5592,1842,576
POINT (-120.15503132599969 44.56744942400047),2017,Oregon,4147294,36,23,7903,492,7589,314,6142,1447,171,114,22,7,4948,1605,660,0,53,1241,6603,6
